date,product_name,product_id,season,is_holiday,is_weekend,demand,competitor_price,base_cost,selling_price,discount_pct,effective_price,units_sold,revenue,profit,profit_margin_pct
2022-07-28,Logo Template Pack,1,2,0,0,37.0,15.94,5.0,16.48,1.4,16.25,5.0,81.25,56.25,69.23
2022-07-28,Mockup Studio Kit,2,2,0,0,24.4,29.77,10.0,30.39,20.75,24.08,6.0,144.5,84.5,58.48
2022-07-29,Social Media Pack,3,2,0,0,55.16,16.35,4.0,15.98,0.0,15.98,4.0,63.92,47.92,74.97
2022-07-31,UI Component Set,4,2,0,1,54.08,42.25,12.0,46.42,9.35,42.08,7.0,294.56,210.56,71.48
2022-08-03,Graphic Bundle Pro,0,2,0,0,43.02,24.13,8.0,25.76,14.96,21.91,7.0,153.34,97.34,63.48
2022-08-03,Logo Template Pack,1,2,0,0,46.02,23.89,5.0,21.14,0.0,21.14,3.0,63.42,48.42,76.35
2022-08-04,Mockup Studio Kit,2,2,0,0,30.81,40.69,10.0,36.85,0.0,36.85,4.0,147.4,107.4,72.86
2022-08-02,Social Media Pack,3,2,0,0,51.17,18.3,4.0,16.72,0.0,16.72,4.0,66.88,50.88,76.08
2022-08-05,UI Component Set,4,2,0,0,50.67,36.95,12.0,43.11,2.42,42.07,6.0,252.4,180.4,71.47
2022-08-07,Graphic Bundle Pro,0,2,0,1,49.38,31.13,8.0,29.99,0.0,29.99,6.0,179.94,131.94,73.32
2022-08-05,Logo Template Pack,1,2,0,0,24.57,16.42,5.0,15.78,13.45,13.66,4.0,54.63,34.63,63.39
2022-08-10,Mockup Studio Kit,2,2,0,0,28.5,31.09,10.0,31.69,8.84,28.89,4.0,115.55,75.55,65.38
2022-08-10,Social Media Pack,3,2,0,0,30.61,12.64,4.0,12.66,4.25,12.12,5.0,60.61,40.61,67.0
2022-08-08,UI Component Set,4,2,0,0,50.77,60.34,12.0,54.82,0.0,54.82,4.0,219.28,171.28,78.11
2022-08-10,Graphic Bundle Pro,0,2,0,0,40.4,36.32,8.0,31.55,0.0,31.55,3.0,94.65,70.65,74.64
2022-08-10,Logo Template Pack,1,2,0,0,37.93,16.84,5.0,17.0,13.71,14.67,6.0,88.02,58.02,65.92
2022-08-12,Mockup Studio Kit,2,2,0,0,25.58,41.95,10.0,36.67,8.86,33.42,3.0,100.26,70.26,70.08
2022-08-13,Social Media Pack,3,2,0,1,33.13,12.76,4.0,12.87,7.04,11.96,5.0,59.82,39.82,66.57
2022-08-14,UI Component Set,4,2,0,1,58.48,50.38,12.0,51.35,12.29,45.04,7.0,315.27,231.27,73.36
2022-08-17,Graphic Bundle Pro,0,2,0,0,41.76,31.54,8.0,29.31,0.0,29.31,4.0,117.24,85.24,72.71
2022-08-18,Logo Template Pack,1,2,0,0,58.39,14.94,5.0,17.61,3.62,16.97,8.0,135.78,95.78,70.54
2022-08-20,Mockup Studio Kit,2,2,0,1,35.82,46.21,10.0,40.39,0.0,40.39,3.0,121.17,91.17,75.24
2022-08-19,Social Media Pack,3,2,0,0,47.76,15.89,4.0,15.31,0.0,15.31,4.0,61.24,45.24,73.87
2022-08-22,UI Component Set,4,2,0,0,44.45,39.39,12.0,43.11,12.44,37.75,7.0,264.23,180.23,68.21
2022-08-22,Graphic Bundle Pro,0,2,0,0,18.16,23.1,8.0,22.36,16.62,18.64,4.0,74.58,42.58,57.09
2022-08-22,Logo Template Pack,1,2,0,0,40.78,17.31,5.0,17.45,13.34,15.12,6.0,90.73,60.73,66.93
2022-08-21,Mockup Studio Kit,2,2,0,1,55.85,44.46,10.0,42.64,0.0,42.64,5.0,213.2,163.2,76.55
2022-08-23,Social Media Pack,3,2,0,0,36.6,17.37,4.0,15.38,0.0,15.38,2.0,30.76,22.76,73.99
2022-08-23,UI Component Set,4,2,0,0,40.74,40.56,12.0,42.97,4.0,41.25,7.0,288.76,204.76,70.91
2022-08-24,Graphic Bundle Pro,0,2,0,0,40.83,22.78,8.0,24.83,3.81,23.88,5.0,119.42,79.42,66.5
2022-08-28,Logo Template Pack,1,2,0,1,44.07,20.71,5.0,19.4,0.0,19.4,4.0,77.6,57.6,74.23
2022-08-27,Mockup Studio Kit,2,2,0,1,47.08,49.08,10.0,43.58,0.0,43.58,4.0,174.32,134.32,77.05
2022-08-27,Social Media Pack,3,2,0,1,40.72,16.55,4.0,15.22,0.0,15.22,4.0,60.88,44.88,73.72
2022-08-31,UI Component Set,4,2,0,0,52.43,54.23,12.0,52.09,0.0,52.09,5.0,260.45,200.45,76.96
2022-08-30,Graphic Bundle Pro,0,2,0,0,31.41,24.17,8.0,24.43,3.23,23.64,5.0,118.2,78.2,66.16
2022-08-31,Logo Template Pack,1,2,0,0,55.26,23.48,5.0,21.64,0.0,21.64,6.0,129.84,99.84,76.89
2022-09-02,Mockup Studio Kit,2,3,0,0,34.78,33.15,10.0,33.7,10.97,30.0,6.0,180.02,120.02,66.67
2022-09-02,Social Media Pack,3,3,0,0,54.49,17.22,4.0,16.38,0.0,16.38,4.0,65.52,49.52,75.58
2022-09-02,UI Component Set,4,3,0,0,38.44,53.22,12.0,48.84,0.0,48.84,4.0,195.36,147.36,75.43
2022-09-06,Graphic Bundle Pro,0,3,0,0,72.31,32.27,8.0,33.22,11.71,29.33,7.0,205.31,149.31,72.72
2022-09-05,Logo Template Pack,1,3,0,0,39.46,18.99,5.0,18.19,0.0,18.19,5.0,90.95,65.95,72.51
2022-09-08,Mockup Studio Kit,2,3,0,0,27.68,39.23,10.0,35.63,5.71,33.6,3.0,100.79,70.79,70.24
2022-09-10,Social Media Pack,3,3,0,1,54.72,19.11,4.0,17.34,0.0,17.34,4.0,69.36,53.36,76.93
2022-09-07,UI Component Set,4,3,0,0,43.43,54.97,12.0,50.7,0.0,50.7,3.0,152.1,116.1,76.33
2022-09-12,Graphic Bundle Pro,0,3,0,0,56.92,36.71,8.0,33.66,0.0,33.66,4.0,134.64,102.64,76.23
2022-09-12,Logo Template Pack,1,3,0,0,41.57,18.97,5.0,18.34,0.0,18.34,4.0,73.36,53.36,72.74
2022-09-11,Mockup Studio Kit,2,3,0,1,47.58,35.05,10.0,36.65,4.09,35.15,6.0,210.91,150.91,71.55
2022-09-15,Social Media Pack,3,3,0,0,62.07,12.82,4.0,14.63,2.9,14.21,6.0,85.23,61.23,71.84
2022-09-13,UI Component Set,4,3,0,0,38.9,62.19,12.0,53.42,0.0,53.42,3.0,160.26,124.26,77.54
2022-09-14,Graphic Bundle Pro,0,3,0,0,39.29,33.26,8.0,29.89,0.0,29.89,4.0,119.56,87.56,73.24
2022-09-18,Logo Template Pack,1,3,0,1,63.27,22.37,5.0,21.69,0.0,21.69,5.0,108.45,83.45,76.95
2022-09-15,Mockup Studio Kit,2,3,0,0,68.17,30.62,10.0,37.64,12.41,32.97,9.0,296.72,206.72,69.67
2022-09-17,Social Media Pack,3,3,0,1,58.94,18.33,4.0,17.2,0.0,17.2,4.0,68.8,52.8,76.74
2022-09-18,UI Component Set,4,3,0,1,37.93,40.09,12.0,42.18,2.79,41.0,5.0,205.02,145.02,70.73
2022-09-18,Graphic Bundle Pro,0,3,0,1,49.77,36.36,8.0,32.65,0.0,32.65,4.0,130.6,98.6,75.5
2022-09-22,Logo Template Pack,1,3,0,0,43.81,21.72,5.0,19.89,0.0,19.89,5.0,99.45,74.45,74.86
2022-09-24,Mockup Studio Kit,2,3,0,1,63.34,33.29,10.0,38.23,1.15,37.79,6.0,226.74,166.74,73.54
2022-09-22,Social Media Pack,3,3,0,0,64.17,19.37,4.0,18.04,0.0,18.04,4.0,72.16,56.16,77.83
2022-09-26,UI Component Set,4,3,0,0,51.34,46.58,12.0,48.05,0.07,48.02,5.0,240.08,180.08,75.01
2022-09-26,Graphic Bundle Pro,0,3,0,0,29.95,24.52,8.0,24.43,5.87,23.0,5.0,114.98,74.98,65.21
2022-09-28,Logo Template Pack,1,3,0,0,56.44,15.75,5.0,17.86,4.32,17.09,6.0,102.53,72.53,70.74
2022-09-28,Mockup Studio Kit,2,3,0,0,29.13,43.15,10.0,37.82,10.82,33.73,4.0,134.91,94.91,70.35
2022-09-26,Social Media Pack,3,3,0,0,47.83,18.94,4.0,16.84,0.0,16.84,4.0,67.36,51.36,76.25
2022-09-28,UI Component Set,4,3,0,0,46.48,61.77,12.0,54.7,0.0,54.7,3.0,164.1,128.1,78.06
2022-10-02,Graphic Bundle Pro,0,3,0,1,48.25,23.5,8.0,26.05,1.43,25.68,7.0,179.74,123.74,68.84
2022-09-29,Logo Template Pack,1,3,0,0,67.3,15.78,5.0,18.7,11.22,16.6,8.0,132.81,92.81,69.88
2022-10-03,Mockup Studio Kit,2,3,0,0,46.32,36.34,10.0,37.1,4.11,35.58,6.0,213.45,153.45,71.89
2022-10-01,Social Media Pack,3,3,0,1,62.28,17.91,4.0,17.19,0.0,17.19,4.0,68.76,52.76,76.73
2022-10-05,UI Component Set,4,3,0,0,43.33,49.78,12.0,48.08,0.0,48.08,4.0,192.32,144.32,75.04
2022-10-04,Graphic Bundle Pro,0,3,0,0,27.64,24.37,8.0,24.09,6.99,22.41,5.0,112.03,72.03,64.3
2022-10-04,Logo Template Pack,1,3,0,0,52.74,17.62,5.0,18.52,13.47,16.03,7.0,112.18,77.18,68.8
2022-10-08,Mockup Studio Kit,2,3,0,1,40.18,41.18,10.0,38.56,0.0,38.56,4.0,154.24,114.24,74.07
2022-10-10,Social Media Pack,3,3,0,0,46.4,15.15,4.0,14.86,0.0,14.86,4.0,59.44,43.44,73.08
2022-10-09,UI Component Set,4,3,0,1,62.4,37.76,12.0,45.81,12.06,40.29,8.0,322.28,226.28,70.21
2022-10-10,Graphic Bundle Pro,0,3,0,0,48.59,22.44,8.0,25.56,1.19,25.26,6.0,151.54,103.54,68.33
2022-10-10,Logo Template Pack,1,3,0,0,28.55,16.63,5.0,16.18,7.83,14.91,4.0,59.65,39.65,66.47
2022-10-10,Mockup Studio Kit,2,3,0,0,40.43,49.84,10.0,42.93,0.0,42.93,3.0,128.79,98.79,76.71
2022-10-11,Social Media Pack,3,3,0,0,41.23,18.01,4.0,15.98,0.0,15.98,4.0,63.92,47.92,74.97
2022-10-15,UI Component Set,4,3,0,1,66.21,39.59,12.0,47.47,9.97,42.74,9.0,384.64,276.64,71.92
2022-10-13,Graphic Bundle Pro,0,3,0,0,39.73,31.94,8.0,29.28,0.0,29.28,4.0,117.12,85.12,72.68
2022-10-15,Logo Template Pack,1,3,0,1,45.12,18.78,5.0,18.52,0.0,18.52,5.0,92.6,67.6,73.0
2022-10-18,Mockup Studio Kit,2,3,0,0,72.34,39.7,10.0,42.84,14.49,36.63,8.0,293.06,213.06,72.7
2022-10-19,Social Media Pack,3,3,0,0,21.92,11.47,4.0,11.55,23.93,8.79,6.0,52.72,28.72,54.48
2022-10-21,UI Component Set,4,3,0,0,47.78,38.42,12.0,43.27,0.38,43.11,7.0,301.74,217.74,72.16
2022-10-22,Graphic Bundle Pro,0,3,0,1,61.41,36.69,8.0,34.17,0.0,34.17,5.0,170.85,130.85,76.59
2022-10-22,Logo Template Pack,1,3,0,1,67.19,21.96,5.0,21.79,0.0,21.79,6.0,130.74,100.74,77.05
2022-10-23,Mockup Studio Kit,2,3,0,1,55.61,29.52,10.0,35.14,6.51,32.85,8.0,262.82,182.82,69.56
2022-10-21,Social Media Pack,3,3,0,0,50.31,14.6,4.0,14.82,12.73,12.93,7.0,90.53,62.53,69.07
2022-10-26,UI Component Set,4,3,0,0,51.14,44.16,12.0,46.8,0.39,46.62,5.0,233.09,173.09,74.26
2022-10-25,Graphic Bundle Pro,0,3,0,0,38.68,35.84,8.0,31.11,0.0,31.11,3.0,93.33,69.33,74.28
2022-10-25,Logo Template Pack,1,3,0,0,62.66,22.84,5.0,21.88,0.0,21.88,5.0,109.4,84.4,77.15
2022-10-25,Mockup Studio Kit,2,3,0,0,40.48,46.31,10.0,41.17,0.0,41.17,4.0,164.68,124.68,75.71
2022-10-26,Social Media Pack,3,3,0,0,41.42,11.52,4.0,12.75,1.74,12.53,5.0,62.64,42.64,68.07
2022-10-27,UI Component Set,4,3,0,0,32.16,51.86,12.0,46.93,0.0,46.93,4.0,187.72,139.72,74.43
2022-10-29,Graphic Bundle Pro,0,3,0,1,50.58,26.82,8.0,27.98,5.19,26.53,6.0,159.17,111.17,69.84
2022-11-02,Logo Template Pack,1,3,0,0,52.24,21.5,5.0,20.42,0.0,20.42,4.0,81.68,61.68,75.51
2022-11-01,Mockup Studio Kit,2,3,0,0,49.56,48.4,10.0,43.63,0.0,43.63,4.0,174.52,134.52,77.08
2022-11-04,Social Media Pack,3,3,0,0,56.02,14.75,4.0,15.24,0.15,15.22,6.0,91.3,67.3,73.71
2022-11-05,UI Component Set,4,3,0,1,89.27,44.48,12.0,54.44,12.99,47.37,10.0,473.68,353.68,74.67
2022-11-05,Graphic Bundle Pro,0,3,0,1,57.28,30.51,8.0,30.6,14.17,26.26,7.0,183.85,127.85,69.54
2022-11-05,Logo Template Pack,1,3,0,1,71.49,21.55,5.0,21.91,14.61,18.71,7.0,130.96,95.96,73.27
2022-11-05,Mockup Studio Kit,2,3,0,1,84.11,31.61,10.0,40.63,10.38,36.41,10.0,364.13,264.13,72.54
2022-11-08,Social Media Pack,3,3,0,0,70.65,15.57,4.0,16.52,13.61,14.27,8.0,114.17,82.17,71.97
2022-11-10,UI Component Set,4,3,0,0,55.74,50.39,12.0,50.82,1.51,50.05,5.0,250.26,190.26,76.02
2022-11-11,Graphic Bundle Pro,0,3,0,0,52.17,22.62,8.0,26.06,4.49,24.89,6.0,149.34,101.34,67.86
2022-11-10,Logo Template Pack,1,3,0,0,65.87,23.14,5.0,22.28,0.0,22.28,5.0,111.4,86.4,77.56
2022-11-12,Mockup Studio Kit,2,3,0,1,63.25,37.89,10.0,40.51,2.31,39.57,6.0,237.45,177.45,74.73
2022-11-13,Social Media Pack,3,3,0,1,76.06,18.03,4.0,18.08,8.44,16.55,6.0,99.32,75.32,75.84
2022-11-11,UI Component Set,4,3,0,0,42.73,51.89,12.0,49.02,0.0,49.02,4.0,196.08,148.08,75.52
2022-11-14,Graphic Bundle Pro,0,3,0,0,24.32,25.96,8.0,24.5,7.82,22.58,4.0,90.34,58.34,64.58
2022-11-14,Logo Template Pack,1,3,0,0,53.84,17.77,5.0,18.68,10.19,16.78,7.0,117.44,82.44,70.2
2022-11-15,Mockup Studio Kit,2,3,0,0,33.38,41.25,10.0,37.53,0.0,37.53,4.0,150.12,110.12,73.35
2022-11-16,Social Media Pack,3,3,0,0,63.35,17.7,4.0,17.15,0.0,17.15,4.0,68.6,52.6,76.68
2022-11-16,UI Component Set,4,3,0,0,61.04,48.91,12.0,51.12,11.84,45.07,7.0,315.47,231.47,73.37
2022-11-21,Graphic Bundle Pro,0,3,0,0,56.52,34.4,8.0,32.46,0.0,32.46,4.0,129.84,97.84,75.35
2022-11-19,Logo Template Pack,1,3,0,1,44.07,18.84,5.0,18.47,0.0,18.47,4.0,73.88,53.88,72.93
2022-11-20,Mockup Studio Kit,2,3,0,1,80.05,41.1,10.0,44.74,6.49,41.84,6.0,251.02,191.02,76.1
2022-11-22,Social Media Pack,3,3,0,0,68.51,14.9,4.0,16.06,10.58,14.36,7.0,100.53,72.53,72.15
2022-11-25,UI Component Set,4,3,1,0,100.0,56.96,12.0,62.78,10.15,56.41,9.0,507.67,399.67,78.73
2022-11-25,Graphic Bundle Pro,0,3,1,0,69.97,31.48,8.0,32.56,1.94,31.93,6.0,191.57,143.57,74.94
2022-11-24,Logo Template Pack,1,3,0,0,54.67,18.35,5.0,19.03,12.81,16.59,7.0,116.15,81.15,69.87
2022-11-28,Mockup Studio Kit,2,3,0,0,54.4,44.65,10.0,42.51,0.0,42.51,4.0,170.04,130.04,76.48
2022-11-27,Social Media Pack,3,3,0,1,82.82,16.87,4.0,17.9,4.17,17.15,7.0,120.07,92.07,76.68
2022-11-29,UI Component Set,4,3,0,0,71.31,61.51,12.0,59.43,0.0,59.43,5.0,297.15,237.15,79.81
2022-11-30,Graphic Bundle Pro,0,3,0,0,60.47,30.42,8.0,30.92,11.48,27.37,7.0,191.59,135.59,70.77
2022-12-01,Logo Template Pack,1,0,0,0,60.66,19.54,5.0,20.08,6.48,18.78,7.0,131.45,96.45,73.37
2022-12-03,Mockup Studio Kit,2,0,0,1,63.35,39.64,10.0,41.4,0.73,41.1,6.0,246.59,186.59,75.67
2022-11-30,Social Media Pack,3,3,0,0,85.26,17.81,4.0,18.52,3.42,17.89,6.0,107.32,83.32,77.64
2022-12-03,UI Component Set,4,0,0,1,57.28,60.7,12.0,56.28,0.0,56.28,5.0,281.4,221.4,78.68
2022-12-04,Graphic Bundle Pro,0,0,0,1,48.99,29.26,8.0,29.01,0.0,29.01,5.0,145.05,105.05,72.42
2022-12-07,Logo Template Pack,1,0,0,0,80.61,23.15,5.0,23.4,12.96,20.37,8.0,162.94,122.94,75.45
2022-12-05,Mockup Studio Kit,2,0,0,0,70.56,46.39,10.0,45.9,0.0,45.9,5.0,229.5,179.5,78.21
2022-12-06,Social Media Pack,3,0,0,0,26.64,15.49,4.0,13.84,15.67,11.67,4.0,46.69,30.69,65.73
2022-12-06,UI Component Set,4,0,0,0,71.86,58.64,12.0,58.1,0.0,58.1,6.0,348.6,276.6,79.35
2022-12-11,Graphic Bundle Pro,0,0,0,1,83.36,26.64,8.0,31.69,11.43,28.07,9.0,252.61,180.61,71.5
2022-12-09,Logo Template Pack,1,0,0,0,50.28,18.29,5.0,18.67,12.3,16.37,7.0,114.62,79.62,69.46
2022-12-10,Mockup Studio Kit,2,0,0,1,88.16,45.68,10.0,48.29,11.88,42.55,7.0,297.87,227.87,76.5
2022-12-12,Social Media Pack,3,0,0,0,40.23,14.47,4.0,14.15,0.0,14.15,5.0,70.75,50.75,71.73
2022-12-14,UI Component Set,4,0,0,0,61.86,58.41,12.0,56.03,0.0,56.03,4.0,224.12,176.12,78.58
2022-12-13,Graphic Bundle Pro,0,0,0,0,44.89,37.66,8.0,32.74,0.0,32.74,4.0,130.96,98.96,75.57
2022-12-17,Logo Template Pack,1,0,0,1,75.42,15.61,5.0,19.24,7.52,17.79,9.0,160.14,115.14,71.9
2022-12-16,Mockup Studio Kit,2,0,0,0,51.7,34.54,10.0,37.04,2.98,35.94,7.0,251.55,181.55,72.17
2022-12-19,Social Media Pack,3,0,0,0,37.98,16.32,4.0,14.94,0.0,14.94,4.0,59.76,43.76,73.23
2022-12-20,UI Component Set,4,0,0,0,73.8,41.05,12.0,49.69,4.81,47.3,7.0,331.1,247.1,74.63
2022-12-20,Graphic Bundle Pro,0,0,0,0,53.03,28.94,8.0,29.32,12.53,25.65,7.0,179.52,123.52,68.81
2022-12-19,Logo Template Pack,1,0,0,0,61.32,20.97,5.0,20.85,0.0,20.85,5.0,104.25,79.25,76.02
2022-12-21,Mockup Studio Kit,2,0,0,0,74.74,42.1,10.0,44.41,6.24,41.64,6.0,249.83,189.83,75.98
2022-12-21,Social Media Pack,3,0,0,0,33.33,17.89,4.0,15.44,0.0,15.44,3.0,46.32,34.32,74.09
2022-12-21,UI Component Set,4,0,0,0,61.27,58.74,12.0,56.08,0.0,56.08,4.0,224.32,176.32,78.6
2022-12-24,Graphic Bundle Pro,0,0,0,1,52.63,27.96,8.0,28.78,3.71,27.71,7.0,193.99,137.99,71.13
2022-12-23,Logo Template Pack,1,0,0,0,40.34,17.48,5.0,17.51,3.05,16.98,5.0,84.88,59.88,70.55
2022-12-28,Mockup Studio Kit,2,0,0,0,55.7,30.48,10.0,35.63,3.19,34.49,7.0,241.45,171.45,71.01
2022-12-25,Social Media Pack,3,0,1,1,100.0,13.23,4.0,17.12,6.3,16.04,10.0,160.41,120.41,75.06
2022-12-27,UI Component Set,4,0,0,0,60.19,46.45,12.0,49.72,9.16,45.17,7.0,316.16,232.16,73.43
2022-12-27,Graphic Bundle Pro,0,0,0,0,46.96,35.76,8.0,32.03,0.0,32.03,5.0,160.15,120.15,75.02
2023-01-01,Logo Template Pack,1,0,1,1,47.89,21.96,5.0,20.32,0.0,20.32,4.0,81.28,61.28,75.39
2022-12-31,Mockup Studio Kit,2,0,0,1,44.23,33.21,10.0,35.2,1.42,34.7,7.0,242.9,172.9,71.18
2022-12-31,Social Media Pack,3,0,0,1,74.68,11.57,4.0,14.77,9.0,13.44,10.0,134.41,94.41,70.24
2023-01-04,UI Component Set,4,0,0,0,33.25,48.17,12.0,45.3,0.0,45.3,3.0,135.9,99.9,73.51
2022-01-03,Graphic Bundle Pro,0,0,0,0,16.68,30.91,8.0,26.09,15.26,22.11,2.0,44.22,28.22,63.82
2022-01-02,Logo Template Pack,1,0,0,1,38.7,21.25,5.0,19.27,0.0,19.27,3.0,57.81,42.81,74.05
2022-01-07,Mockup Studio Kit,2,0,0,0,33.56,50.53,10.0,42.2,0.0,42.2,3.0,126.6,96.6,76.3
2022-01-07,Social Media Pack,3,0,0,0,39.4,17.27,4.0,15.5,0.0,15.5,4.0,62.0,46.0,74.19
2022-01-09,UI Component Set,4,0,0,1,37.39,50.63,12.0,47.34,0.0,47.34,3.0,142.02,106.02,74.65
2022-01-10,Graphic Bundle Pro,0,0,0,0,41.99,34.5,8.0,30.82,0.0,30.82,3.0,92.46,68.46,74.04
2022-01-10,Logo Template Pack,1,0,0,0,34.53,24.03,5.0,20.34,0.0,20.34,3.0,61.02,46.02,75.42
2022-01-09,Mockup Studio Kit,2,0,0,1,46.64,32.84,10.0,35.4,14.62,30.22,7.0,211.57,141.57,66.91
2022-01-11,Social Media Pack,3,0,0,0,39.45,12.99,4.0,13.36,2.83,12.98,5.0,64.91,44.91,69.19
2022-01-13,UI Component Set,4,0,0,0,46.63,56.07,12.0,51.88,0.0,51.88,4.0,207.52,159.52,76.87
2022-01-15,Graphic Bundle Pro,0,0,0,1,37.48,23.1,8.0,24.6,7.67,22.71,5.0,113.57,73.57,64.78
2022-01-16,Logo Template Pack,1,0,0,1,31.21,17.84,5.0,16.99,0.0,16.99,4.0,67.96,47.96,70.57
2022-01-14,Mockup Studio Kit,2,0,0,0,37.74,50.45,10.0,42.81,0.0,42.81,3.0,128.43,98.43,76.64
2022-01-15,Social Media Pack,3,0,0,1,35.52,11.73,4.0,12.5,11.85,11.02,6.0,66.11,42.11,63.7
2022-01-16,UI Component Set,4,0,0,1,42.54,62.08,12.0,54.08,0.0,54.08,3.0,162.24,126.24,77.81
2022-01-17,Graphic Bundle Pro,0,0,0,0,22.67,34.39,8.0,28.52,12.37,24.99,4.0,99.97,67.97,67.99
2022-01-20,Logo Template Pack,1,0,0,0,16.4,15.14,5.0,14.52,17.54,11.97,3.0,35.92,20.92,58.24
2022-01-18,Mockup Studio Kit,2,0,0,0,29.33,49.15,10.0,40.85,19.4,32.93,4.0,131.7,91.7,69.63
2022-01-23,Social Media Pack,3,0,0,1,32.19,13.93,4.0,13.4,0.0,13.4,4.0,53.6,37.6,70.15
2022-01-21,UI Component Set,4,0,0,0,36.37,54.35,12.0,49.0,0.0,49.0,3.0,147.0,111.0,75.51
2022-01-23,Graphic Bundle Pro,0,0,0,1,40.44,22.0,8.0,24.39,3.1,23.63,5.0,118.17,78.17,66.15
2022-01-25,Logo Template Pack,1,0,0,0,37.27,15.9,5.0,16.48,9.99,14.83,6.0,89.0,59.0,66.29
2022-01-26,Mockup Studio Kit,2,0,0,0,41.59,32.2,10.0,34.29,8.46,31.39,6.0,188.33,128.33,68.14
2022-01-28,Social Media Pack,3,0,0,0,35.61,14.78,4.0,14.03,0.0,14.03,4.0,56.12,40.12,71.49
2022-01-25,UI Component Set,4,0,0,0,34.16,53.67,12.0,48.23,0.0,48.23,3.0,144.69,108.69,75.12
2022-01-29,Graphic Bundle Pro,0,0,0,1,50.76,30.44,8.0,29.81,0.0,29.81,5.0,149.05,109.05,73.16
2022-01-27,Logo Template Pack,1,0,0,0,17.46,19.22,5.0,16.64,14.31,14.26,3.0,42.78,27.78,64.94
2022-01-29,Mockup Studio Kit,2,0,0,1,42.28,38.68,10.0,37.64,0.0,37.64,5.0,188.2,138.2,73.43
2022-02-02,Social Media Pack,3,0,0,0,29.37,16.88,4.0,14.7,14.64,12.55,4.0,50.19,34.19,68.12
2022-01-30,UI Component Set,4,0,0,1,29.45,55.76,12.0,48.35,8.54,44.22,3.0,132.66,96.66,72.86
2022-02-02,Graphic Bundle Pro,0,0,0,0,37.42,27.99,8.0,27.04,0.0,27.04,5.0,135.2,95.2,70.41
2022-02-03,Logo Template Pack,1,0,0,0,37.62,18.82,5.0,17.97,0.0,17.97,5.0,89.85,64.85,72.18
2022-02-04,Mockup Studio Kit,2,0,0,0,32.39,43.75,10.0,38.63,0.0,38.63,4.0,154.52,114.52,74.11
2022-02-03,Social Media Pack,3,0,0,0,23.3,15.9,4.0,13.85,8.86,12.62,2.0,25.25,17.25,68.32
2022-02-07,UI Component Set,4,0,0,0,21.61,39.76,12.0,38.82,6.8,36.18,3.0,108.54,72.54,66.83
2022-02-07,Graphic Bundle Pro,0,0,0,0,31.68,36.95,8.0,30.85,0.0,30.85,3.0,92.55,68.55,74.07
2022-02-10,Logo Template Pack,1,0,0,0,31.81,21.7,5.0,18.97,0.0,18.97,2.0,37.94,27.94,73.64
2022-02-09,Mockup Studio Kit,2,0,0,0,18.52,47.47,10.0,38.32,18.93,31.07,3.0,93.2,63.2,67.81
2022-02-10,Social Media Pack,3,0,0,0,28.82,15.57,4.0,14.01,18.87,11.37,3.0,34.1,22.1,64.81
2022-02-09,UI Component Set,4,0,0,0,31.54,40.35,12.0,41.06,2.88,39.88,5.0,199.39,139.39,69.91
2022-02-13,Graphic Bundle Pro,0,0,0,1,36.78,27.72,8.0,26.83,0.0,26.83,4.0,107.32,75.32,70.18
2022-02-15,Logo Template Pack,1,0,0,0,30.06,19.97,5.0,17.97,0.0,17.97,4.0,71.88,51.88,72.18
2022-02-12,Mockup Studio Kit,2,0,0,1,52.84,37.54,10.0,38.71,5.94,36.41,6.0,218.46,158.46,72.54
2022-02-15,Social Media Pack,3,0,0,0,38.21,16.7,4.0,15.14,0.0,15.14,4.0,60.56,44.56,73.58
2022-02-16,UI Component Set,4,0,0,0,46.18,61.62,12.0,54.56,0.0,54.56,3.0,163.68,127.68,78.01
2022-02-16,Graphic Bundle Pro,0,0,0,0,37.32,34.97,8.0,30.51,0.0,30.51,3.0,91.53,67.53,73.78
2022-02-16,Logo Template Pack,1,0,0,0,20.72,19.58,5.0,17.06,5.54,16.11,4.0,64.46,44.46,68.97
2022-02-21,Mockup Studio Kit,2,0,0,0,13.4,43.17,10.0,35.38,12.47,30.97,2.0,61.94,41.94,67.71
2022-02-19,Social Media Pack,3,0,0,1,35.32,16.27,4.0,14.75,0.0,14.75,3.0,44.25,32.25,72.88
2022-02-19,UI Component Set,4,0,0,1,25.17,39.21,12.0,39.24,22.57,30.38,6.0,182.3,110.3,60.5
2022-02-21,Graphic Bundle Pro,0,0,0,0,23.54,22.85,8.0,22.86,28.74,16.29,7.0,114.03,58.03,50.89
2022-02-25,Logo Template Pack,1,0,0,0,38.11,17.55,5.0,17.37,0.0,17.37,4.0,69.48,49.48,71.21
2022-02-22,Mockup Studio Kit,2,0,0,0,21.62,31.19,10.0,30.67,12.47,26.85,4.0,107.38,67.38,62.75
2022-02-26,Social Media Pack,3,0,0,1,39.57,19.12,4.0,16.43,0.0,16.43,4.0,65.72,49.72,75.65
2022-02-28,UI Component Set,4,0,0,0,37.63,42.2,12.0,43.18,0.82,42.83,5.0,214.13,154.13,71.98
2022-02-27,Graphic Bundle Pro,0,0,0,1,34.44,23.14,8.0,24.27,6.62,22.66,5.0,113.32,73.32,64.7
2022-02-27,Logo Template Pack,1,0,0,1,26.94,16.55,5.0,16.02,12.0,14.1,4.0,56.39,36.39,64.53
